HRR,HRR.Name,Provider.ID,Hospital.Name,City,State,System,Number.of.deaths.among.chronically.ill.patients.assigned.to.hospital,Percent.of.enrollees.medical.inpatient.days.at.hospital.to.which.they.were.assigned,Hospital.Care.Intensity.Index.during.the.Last.Two.Years.of.Life,Total.Medicare.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Inpatient.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Outpatient.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,SNF.Long.Term.Care.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Home.Health.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Hospice.Sector.Reimbursements.per.Decedent.during.the.Last.Two.Years.of.Life,Ambulance.spending.per.Decedent.during.the.last.two.years.of.life,Reimbursements.for.Durable.Medical.Equipment.per.Decedent.during.the.Last.Two.Years.of.Life,Other.spending.per.Decedent.during.the.last.two.years.of.life,Part.B.Spending.per.Decedent.during.the.Last.Two.Years.of.Life,Part.B.Spending.for.Evaluation...Management.per.Decedent.during.the.Last.Two.Years.of.Life,Part.B.Spending.for.Procedures.per.Decedent.during.the.Last.Two.Years.of.Life,Part.B.Spending.for.Imaging.per.Decedent.during.the.Last.Two.Years.of.Life,Part.B.Spending.for.Tests.per.Decedent.during.the.Last.Two.Years.of.Life,Other.Part.B.spending.per.Decedent.during.the.last.two.years.of.life,Hospital.reimbursements.per.Decedent.during.the.last.two.years.of.life,Inpatient.Days.per.Decedent.during.the.Last.Two.Years.of.Life,Reimbursements.per.patient.day..calculated.,Hospital.Reimbursements..Ratio.to.US.Average..calculated.,Hospital.Days..Ratio.to.US.Average..calculated.,Reimbursements.per.Day..Ratio.to.US.Average..calculated.,Payments.for.physician.visits.per.Decedent.during.the.last.two.years.of.life,Physician.Visits.per.Decedent.during.the.Last.Two.Years.of.Life,Payments.per.physician.visit..calculated.,Physician.visit.payments..Ratio.to.US.Average..calculated.,Physician.visits..Ratio.to.US.Average..calculated.,Payments.per.visit..Ratio.to.US.Average..calculated.,Hospital.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Total.ICU.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,High.Intensity.ICU.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Intermediate.Intensity.ICU.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Medical...Surgical.Unit.Bed.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,SNF.Bed.Inputs.per.1.000.Dededents.during.the.Last.Two.Years.of.Life,FTE.Physician.Labor.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,FTE.Medical.Specialist.Labor.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,FTE.Primary.Care.Physician.Labor.Inputs.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Standardized.FTE.physician.labor..Ratio.MS.PC..calculated.,RNs.Required.Under.Proposed.Federal.Standards.per.1.000.Decedents.during.the.Last.Two.Years.of.Life,Inpatient.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Total.ICU.Days.per.Decedent.during.the.Last.Six.Months.of.Life,High.Intensity.ICU.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Intermediate.Intensity.ICU.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Medical...Surgical.Unit.Days.per.Decedent.during.the.Last.Six.Months.of.Life,SNF.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Physician.Visits.per.Decedent.during.the.Last.Six.Months.of.Life,Medical.Specialist.Visits.per.Decedent.during.the.Last.Six.Months.of.Life,Primary.Care.Visits.per.Decedent.during.the.Last.Six.Months.of.Life,Physician.visits.per.decedent.last.6.months..Ratio.MS.PC..calculated.,Home.Health.Agency.Visits.per.Decedent.during.the.Last.Six.Months.of.Life,Percent.of.Deaths.Occurring.In.Hospital,Percent.of.Deaths.Associated.With.ICU.Admission,Percent.of.Decedents.Enrolled.In.Hospice.during.the.Last.Six.Months.of.Life,Hospice.Days.per.Decedent.during.the.Last.Six.Months.of.Life,Percent.of.Decedents.Seeing.10.or.More.Different.Physicians.during.the.Last.Six.Months.of.Life,Number.of.Different.Physicians.Seen.per.Decedent.during.the.Last.Six.Months.of.Life,Average.Co.Payments.per.Decedent.during.the.Last.Two.Years.of.Life,Average.Co.Payments.for.Physician.Services.per.Decedent.during.the.Last.Two.Years.of.Life,Average.Co.Payments.for.Durable.Medical.Equipment.per.Decedent.during.the.Last.Two.Years.of.Life,hospital_name.x,city.x,hospital_name.y,city.y,longitude,latitude,address,website,tele
365,SC- CHARLESTON,420065,Bon Secours St. Francis-Charleston,Charleston,SC,Roper St. Francis Healthcare,255,89.9,0.8,79715,28733,23836,10467,4824,8205,1356,916,1378,24598,5683,3428,944,1104,13440,25880,14.5,1790,0.7,0.8,0.9,5702,55.1,103,0.8,0.8,1,39.6,3.7,3.4,0.3,35.9,48.5,26.4,12.7,8.7,1.5,32.3,9.1,1,1,0,8.1,7.7,27.2,14.5,9.5,1.5,8.7,25.2,8.6,64.5,27.9,65.2,14.2,6953,6686,267,bon secours st. francischarleston,charleston,bon secoursst francis xavier hospital,charleston,-80.042457693,32.8083710670001,2095 HENRY TECKLENBURG DR,http://www.ropersaintfrancis.com,(843) 402-1000
368,SC- GREENVILLE,420023,Bon Secours St. Francis-Greenville,Greenville,SC,Bon Secours Mercy Health,576,93.7,0.8,79371,29233,18578,12708,4681,9416,2769,1124,861,13920,5865,2191,756,934,4174,25879,15.2,1705,0.7,0.8,0.8,5889,56.7,104,0.8,0.9,1,41.6,17.3,4.4,12.9,24.3,52.6,24,12.3,6.9,1.8,37.7,9.6,4.1,1.2,2.9,5.5,9.2,27.4,13.7,5.8,2.4,9.4,23.2,15.8,66.4,34,72.7,17.4,4211,3881,331,bon secours st. francisgreenville,greenville,regency hospital of greenville,greenville,-82.421418976,34.840686432,1 SAINT FRANCIS DR,http://greenville.regencyhospital.com/,(864) 255-1401
431,VA- RICHMOND,490059,Bon Secours St. Mary's Hospital,Richmond,VA,Bon Secours Mercy Health,549,89.7,1,80828,33986,18533,12771,4827,7251,1011,1139,1309,16633,7264,2743,1066,972,4587,29467,18.8,1564,0.8,1,0.8,7279,68.3,107,1,1,1,51.6,33.8,6.4,27.4,17.9,51.4,30.8,13.6,11.2,1.2,50.3,11.1,7.3,1.5,5.7,3.8,7.9,33.2,15.1,10.5,1.4,8.7,22.1,20.3,61.7,26.5,68.4,16.6,4833,4515,318,bon secours st. mary's hospital,richmond,bon secours richmond community hospital,richmond,-77.406939844,37.5401660420001,1500 NORTH 28TH STREET,http://richmond.bonsecours.com/find-a-facility-richmond-community-hospital.html,(804) 225-1700
430,VA- NORFOLK,490011,Bon Secours-Depaul Med Ctr,Norfolk,VA,Bon Secours Mercy Health,164,88.4,0.8,65550,27593,13878,9120,5445,6075,1675,974,791,13517,5771,1877,765,853,4251,24377,14.2,1711,0.6,0.8,0.8,5782,53.7,108,0.8,0.8,1,39,23.5,5.1,18.4,15.5,51.5,24.2,10.6,8.9,1.2,37.7,8.1,4.6,1.1,3.5,3.5,9.9,23.8,10.1,8.2,1.2,10,31.3,20.7,49.7,23.4,60.5,12.6,3753,3461,292,bon secoursdepaul med ctr,norfolk,bon secours depaul medical center,norfolk,-76.281620146,36.89948466,150 KINGSLEY LANE,http://www.bonsecourshamptonroads.com/find-a-facility-depaul-medical-center.html,(757) 889-5000
430,VA- NORFOLK,490017,Bon Secours-Maryview Med Ctr,Portsmouth,VA,Bon Secours Mercy Health,301,92.4,0.8,71059,31374,17006,8215,4315,5171,3147,923,908,15606,6133,2555,829,902,5188,27307,15.6,1755,0.7,0.9,0.8,6149,57.3,107,0.9,0.9,1,42.6,27.7,5,22.6,15,41.5,27.6,13.6,9,1.5,41.4,9.2,6.3,1.4,4.9,2.9,6.5,26.9,13.1,9.1,1.4,8.4,21.7,18.2,65.3,24,65.8,14.2,4595,4300,295,bon secoursmaryview med ctr,portsmouth,bon secours maryview medical center,portsmouth,-76.3474318739999,36.836636361,3636 HIGH STREET,http://www.bonsecourshamptonroads.com/find-a-facility-maryview-medical-center.html,(757) 398-2200
431,VA- RICHMOND,490136,Bon Secours-St. Francis-Midlothian,Midlothian,VA,Bon Secours Mercy Health,307,89.7,1,80627,34152,16357,12930,5562,7609,1607,1080,1329,15427,7207,2780,882,991,3567,29519,16.5,1793,0.8,0.9,0.9,7343,69.9,105,1,1.1,1,45.1,32.9,5.4,27.5,12.2,46.6,33.7,12.9,15.1,0.9,44.7,9.7,7.4,1.4,6,2.4,7.9,33.2,14.2,15.6,0.9,11.6,18.7,15.2,69.3,30.1,68.9,16.9,4474,4165,309,bon secoursst. francismidlothian,midlothian,bon secours st. francis medical center,midlothian,-77.658639514,37.466694606,13710 ST. FRANCIS BOULEVARD,http://richmond.bonsecours.com/find-a-facility-st-francis-medical-center.html,(804) 594-7300
264,MO- COLUMBIA,260068,Boone Hospital Center,Columbia,MO,BJC HealthCare,499,92.6,0.8,74165,30927,23922,9993,1659,4178,1082,1736,668,19947,4973,3062,1650,1013,9249,27472,15.9,1730,0.7,0.9,0.8,5240,52.3,100,0.7,0.8,0.9,43.5,15.9,12.4,3.5,27.6,54.7,23.2,12.4,5.7,2.2,42.8,9.2,3.6,2.8,0.9,5.5,9.2,24.1,12,4.1,2.9,2.8,24.7,16.7,55.7,19.1,50.7,11.3,6291,5786,505,boone hospital center,columbia,boone hospital center,columbia,-92.315813084,38.949296788,1600 EAST BROADWAY,http://www.boone.org,(573) 815-8000
238,MI- KALAMAZOO,230117,Borgess Medical Center,Kalamazoo,MI,Ascension Healthcare,411,89.4,0.7,73608,35777,16280,8768,3551,6370,1356,954,541,12812,4930,3041,842,479,3521,32177,13.3,2420,0.9,0.7,1.2,5040,45.5,111,0.7,0.7,1,36.4,5.7,4.3,1.4,30.7,41.6,21.6,9.4,7.1,1.3,30.9,7.5,1.3,1.1,0.2,6.2,6.8,20.8,8,5.8,1.4,7.3,23.5,12.8,63.2,33.1,58.5,14.3,4291,3972,319,borgess medical center,kalamazoo,castle medical center,kailua,-157.757800478,21.380979364,640 ULUKAHIKI ST,http://www.castlemed.org,(808) 263-5500
227,MA- BOSTON,220031,Boston Medical Center,Boston,MA,,210,89.6,1,118761,73071,16738,13751,5462,4885,3835,682,337,14330,6823,1974,790,598,4145,68013,21.4,3173,1.8,1.2,1.5,6908,56.5,122,1,0.9,1.1,58.7,13.6,11.9,1.7,45.1,52.6,30.5,16.6,7.4,2.2,53.4,12.9,3.8,3.6,0.2,9.1,7.3,28.3,15.4,6.7,2.3,8.1,27.9,21.3,48.8,18.5,63.2,15.1,4716,4501,215,boston medical center,boston,bristow medical center,bristow,-96.401437874,35.8340258870001,"700 WEST 7TH AVENUE, SUITE 6",http://www.bristowmedcenter.com,(918) 367-2215
264,MO- COLUMBIA,260009,Bothwell Regional Health Center,Sedalia,MO,,184,90.8,0.9,67472,32365,14749,10915,2093,4249,1812,972,317,10661,4716,2091,723,548,2583,29143,19.4,1500,0.8,1.1,0.7,4848,52.7,92,0.7,0.8,0.9,53.2,28.3,10.1,18.3,24.9,75.7,21.8,8.1,8.8,0.9,52,11.6,6.5,2.2,4.3,5.1,15.5,24.3,9.6,10.9,0.9,2.4,23.7,18.3,51.6,19.3,39.3,9.4,3103,2796,308,bothwell regional health center,sedalia,bothwell regional health center,sedalia,-93.221586111,38.6995744490001,601 EAST 14TH STREET,http://www.brhc.org,(660) 826-8833
101,CO- BOULDER,60027,Boulder Community Health,Boulder,CO,,173,95.3,0.7,85955,30444,23827,11110,6395,9966,927,2171,1113,22229,7108,3584,1600,772,9165,26993,13.5,1995,0.7,0.7,1,7144,55.5,129,1,0.8,1.2,37.1,19.3,2.4,16.9,17.8,48.4,30.6,13.5,11.4,1.2,33.8,7.5,3.7,0.5,3.2,3.8,8.7,24.2,11.4,10,1.1,9.8,17.2,14,70.9,37,62.1,14.9,6738,6134,603,boulder community health,boulder,boulder community hospital,boulder,-105.283258697,40.0260605190001,1100 BALSAM AVENUE,www.bch.org,(303) 440-2273
274,MT- BILLINGS,270057,Bozeman Health Deaconess Hospital,Bozeman,MT,,195,95.9,0.6,67076,28788,17481,6707,4396,6950,1343,1165,246,8780,4053,1763,821,390,1753,26106,12.8,2036,0.7,0.7,1,4214,39.4,107,0.6,0.6,1,35.1,9.9,8.9,1,25.2,34.6,19.2,8.2,7.3,1.1,33.3,7.2,2,1.8,0.1,5.2,6.1,16.8,6,7.5,0.8,7.5,18.3,13.9,69.1,32.1,43.2,10.3,2861,2522,339,bozeman health deaconess hospital,bozeman,bozeman deaconess hospital,bozeman,-111.019714663,45.670106737,915 HIGHLAND BLVD,http://www.bozemandeaconess.org,(406) 414-5000
141,FL- TAMPA,100243,Brandon Regional Hospital,Brandon,FL,HCA Healthcare,341,87.5,1.3,97402,48007,15481,15931,6680,6998,2029,1071,1204,21114,10126,2992,1534,1328,5134,41213,21.6,1910,1.1,1.2,0.9,10143,87.6,116,1.4,1.3,1.1,59.1,32.2,7.6,24.6,26.9,75.8,44.1,19.1,18.6,1,56.2,11.9,6.7,2.2,4.6,5.2,13,43.3,21.3,16.4,1.3,12.1,21.1,17.7,63.4,23.1,72.5,17.1,6071,5746,326,brandon regional hospital,brandon,brandon regional hospital,brandon,-82.287810196,27.932998883,119 OAKFIELD DR,http://www.brandonhospital.com,(813) 681-5551
355,PA- LANCASTER,390076,Brandywine Hospital,Coatesville,PA,Tower Health,149,89.7,1,83118,33511,15774,14991,5697,9772,1607,1041,725,16521,8014,3216,875,765,3651,28242,16.4,1717,0.8,0.9,0.8,8017,67.7,118,1.1,1,1.1,45.1,31.6,5.6,25.9,13.5,63.2,33.7,14.3,14,1,44.5,9.1,6.3,1.2,5.1,2.8,11.1,30.7,14.8,12.1,1.2,8.4,17.1,13.8,64.6,31.7,65.1,14.8,4541,4245,296,brandywine hospital,coatesville,brandywine hospital,coatesville,-75.786130126,40.010125794,201 REECEVILLE ROAD,http://www.brandywinehospital.com,(610) 383-8000
281,NH- LEBANON,470011,Brattleboro Memorial Hospital,Brattleboro,VT,,82,82.6,0.6,65959,31338,9873,11655,4121,5470,2206,1023,274,8215,3709,1295,646,272,2293,28625,12.4,2301,0.8,0.7,1.1,4342,37.5,116,0.6,0.6,1.1,34.1,5.1,4.3,0.8,29,58.1,19.4,6.2,9,0.7,29,7.1,1.1,1,0.1,6,12.1,15.6,4.9,8.2,0.6,5.1,18.1,-99999,34.9,16,36.1,9.9,3160,2864,296,brattleboro memorial hospital,brattleboro,brattleboro memorial hospital,brattleboro,-72.565618311,42.843512735,17 BELMONT AVE,http://www.bmhvt.org/,(802) 257-0341
109,CT- BRIDGEPORT,70010,Bridgeport Hospital,Bridgeport,CT,Yale New Haven Health,498,92.3,1.4,115067,53644,20765,19431,10022,6802,2327,910,1166,18762,9320,3225,1186,937,4094,47564,26.2,1814,1.3,1.5,0.9,9330,79,118,1.3,1.2,1.1,71.8,22.2,7.5,14.6,49.7,71.2,36,17,12.8,1.3,63.2,15.5,4.9,2.2,2.8,10.5,11.2,39,18.4,14.7,1.3,18.6,22,16.7,56,18.7,79.1,21.9,5242,4982,260,bridgeport hospital,bridgeport,bridgeport hospital,bridgeport,-73.166594716,41.189377382000004,267 GRANT STREET,http://www.bridgeporthospital.org,(203) 384-3000
227,MA- BOSTON,220119,Brigham & Womens Faulkner Hospital,Boston,MA,Mass General Brigham,244,82.6,1.2,109743,55896,18159,15630,9631,6786,2445,701,496,14513,8042,1982,980,649,2861,50495,24,2102,1.3,1.3,1,8043,65.3,123,1.1,1,1.1,65.8,8.9,7,1.9,56.9,56.6,34.3,13.9,14.1,1,55.1,14.9,2.1,1.7,0.4,12.9,9.9,32.3,12.7,15.7,0.8,13.4,27.9,16.2,49.3,23.4,68.5,16.5,4181,3976,205,brigham & womens faulkner hospital,boston,brigham and women's hospital,boston,-71.1068,42.3359,45 FRANCIS STREET,http://www.brighamandwomens.org,NOT AVAILABLE
227,MA- BOSTON,220110,Brigham And Women's Hospital,Boston,MA,Mass General Brigham,774,81.4,1.2,131862,70716,33809,11518,6604,4871,1572,2068,704,14466,6449,2976,1438,975,2629,65615,26.1,2514,1.7,1.4,1.2,6486,71.9,90,0.9,1.1,0.8,71.5,15,8.3,6.7,56.5,38.3,37,19.2,9,2.1,61.5,15.8,3.3,2.1,1.3,12.5,7.8,35.1,20.3,8.8,2.3,14.3,33.9,22.3,50.1,19.3,71.4,17.4,5639,5064,575,brigham and women's hospital,boston,brigham and women's hospital,boston,-71.1068,42.3359,45 FRANCIS STREET,http://www.brighamandwomens.org,NOT AVAILABLE
110,CT- HARTFORD,70029,Bristol Hospital,Bristol,CT,,152,93.2,0.8,90287,42151,17486,16130,5416,5478,2170,961,495,15630,8403,2284,1081,594,3269,37615,16.2,2329,1,0.9,1.1,8403,53.6,157,1.2,0.8,1.5,44.3,11.3,9,2.3,33,63,29.3,11.5,11.6,1,40.5,9.3,2.5,2,0.5,6.8,13.1,26.1,11,9.8,1.1,7.8,32.2,19.3,49.2,18.8,80,16.9,4402,4114,288,bristol hospital,bristol,bristol hospital,bristol,-72.9355129269999,41.6763428630001,41 BREWSTER RD,http://www.bristolhospital.org,(860) 585-3000
238,MI- KALAMAZOO,230075,Bronson Battle Creek,Battle Creek,MI,Bronson Healthcare Group,280,88.9,0.7,76032,30691,17330,12776,4647,6813,1337,1849,589,11177,5211,2483,773,490,2220,27462,13.8,1983,0.7,0.8,1,5277,48.4,109,0.7,0.7,1,37.9,6,2.5,3.5,32,46,26.1,9.1,11.6,0.8,31.2,8,1.5,0.7,0.8,6.6,7.9,22.2,7.7,11.7,0.7,8.9,15.1,8.5,66.1,28.2,62.4,13.9,3860,3300,560,bronson battle creek,battle creek,bronson battle creek hospital,battle creek,-85.177947492,42.3310857540001,300 NORTH AVENUE,http://www.bchealth.com,NOT AVAILABLE
238,MI- KALAMAZOO,230017,Bronson Methodist Hospital,Kalamazoo,MI,Bronson Healthcare Group,520,92.5,0.6,75930,33739,18401,9474,4623,7091,1228,868,496,13647,4458,2711,978,576,4923,30990,13.1,2363,0.8,0.7,1.1,4561,43.9,104,0.6,0.7,1,35.9,12.4,2.7,9.7,23.5,46,23.8,9.2,9.7,0.9,31.4,7.7,3.3,0.8,2.5,4.4,7.5,19.9,7.2,10.4,0.7,8.1,18.6,14.5,67.1,28.9,60.6,13.7,4386,4119,267,bronson methodist hospital,kalamazoo,bronson methodist hospital,kalamazoo,-85.580291355,42.285257589,601 JOHN STREET,http://www.bronsonhealth.com,NOT AVAILABLE
303,NY- MANHATTAN,330233,Brookdale Hospital Med Ctr,Brooklyn,NY,,95,79.8,1.2,120959,72317,16372,22450,3350,2676,1673,1153,968,15391,8290,2862,1256,931,2052,67003,24.5,2731,1.8,1.4,1.3,8338,64.2,130,1.2,1,1.2,67.2,10.9,10.6,0.4,56.3,78.5,34.1,12.2,16.7,0.7,58.4,15.6,3,3,NA,12.6,12,34.6,14,17.7,0.8,4.3,53.4,27.5,21.8,8.2,72.3,15.2,5000,4633,367,brookdale hospital med ctr,brooklyn,brookdale hospital medical center,brooklyn,-73.9125565319999,40.655269102,1 BROOKDALE PLAZA,http://www.brookdalehospital.org,(718) 240-5000
301,NY- EAST LONG ISLAND,330141,Brookhaven Memorial Hosp Med Ctr,Patchogue,NY,,491,85.8,2,128013,65783,22595,27734,5782,1943,1758,911,1507,32076,15663,4941,2460,2121,6890,55166,30.8,1790,1.5,1.7,0.9,15682,121,130,2.2,1.8,1.2,84.5,11.1,10.4,0.7,73.4,114.1,54.4,26.1,20,1.3,71.3,18.5,2.8,2.7,0.1,15.7,20.5,65.1,32.3,18,1.8,8.6,48.6,27.3,22.2,5.9,83.5,23.8,9097,8826,271,brookhaven memorial hosp med ctr,patchogue,neosho memorial regional medical center,chanute,-95.472116544,37.675276996,629 SOUTH PLUMMER,http://www.nmrmc.com,(620) 431-4000
303,NY- MANHATTAN,330056,Brooklyn Hospital Center,Brooklyn,NY,,134,79.3,1.4,137075,85202,13915,26892,4102,1627,3185,1142,1011,20019,10175,3338,1372,945,4189,78905,27.9,2832,2.1,1.5,1.4,10204,71.4,143,1.4,1.1,1.3,76.3,17.6,15.5,2.1,58.7,88.5,39.9,15.6,18.6,0.8,69.4,18.5,4,3.6,0.4,14.5,17,40.3,16.9,19.2,0.9,6.3,49.3,30.4,19,5.9,74,16,5994,5647,347,brooklyn hospital center,brooklyn,brooklyn hospital center,brooklyn,-73.9778837649999,40.6905725080001,121 DEKALB AVE,http://www.tbh.org,(718) 250-8000
1,AL- BIRMINGHAM,10139,Brookwood Baptist Medical Ctr,Birmingham,AL,TENET Healthcare Corporation,239,88.8,1.2,84636,32794,20034,16249,4491,7254,1253,1665,895,22443,6688,3501,1166,1306,9782,27778,18.2,1529,0.7,1,0.7,6720,80.3,84,0.9,1.2,0.8,49.8,14.5,12.3,2.2,35.2,42.2,36.7,16.4,14.9,1.1,47.1,11.4,3.9,3.4,0.4,7.6,8.3,41,19.1,18.8,1,11,28.1,24.1,56.1,28.9,67.8,14.9,6973,6499,474,brookwood baptist medical ctr,birmingham,brooks tlc hospital systems inc,irving,-79.125838747,42.558488615,845 ROUTES 5&20,http://tlchealth.org/,(716) 951-7000
118,FL- FORT LAUDERDALE,100276,Broward Health Coral Springs,Coral Springs,FL,Broward Health,109,82.8,1.5,110944,51922,16592,17678,10330,10327,1313,1090,1694,22997,11302,3069,1461,1898,5267,44427,20.4,2180,1.2,1.1,1,11303,113.2,100,1.6,1.7,0.9,55.8,40.4,12.4,28,15.4,47.8,50,24.9,17.9,1.4,58.2,12.3,9,3.1,6,3.3,8,61.2,33.9,21.6,1.6,21.3,18.5,17.2,69.9,24,76.5,19.5,6562,6250,312,broward health coral springs,coral springs,broward health coral springs,coral springs,-80.255656216,26.268752781,3000 CORAL HILLS DR,http://www.browardhealth.org/bhcs,(954) 344-3000
118,FL- FORT LAUDERDALE,100200,Broward Health Imperial Point,Fort Lauderdale,FL,Broward Health,85,80.4,1.5,107781,43693,22337,13540,10749,11194,1202,3373,1695,24017,10963,4129,1536,1522,5867,36465,21.3,1711,1,1.2,0.8,10979,109.9,100,1.5,1.7,0.9,58.4,32.7,10,22.7,25.7,57.2,50.1,25.6,15.1,1.7,56.9,12,8.3,2.3,6,3.6,9.8,53.2,29.6,15.9,1.9,24,21.6,19.8,63.3,25.4,69.9,16.4,7318,6415,903,broward health imperial point,fort lauderdale,broward health imperial point,fort lauderdale,-80.1108702019999,26.207051762,6401 N FEDERAL HWY,http://www.browardhealth.org/default.aspx?id=4&sid=4&cwfriendlyurl=true,(954) 776-8500
118,FL- FORT LAUDERDALE,100039,Broward Health Medical Center,Fort Lauderdale,FL,Broward Health,146,83.8,1.6,110225,57054,14266,20666,8152,6030,1356,1279,1422,21025,11441,4457,1344,1160,2623,48150,21.2,2274,1.3,1.2,1.1,11476,110.1,104,1.6,1.7,1,58,44.9,17.1,27.9,13.1,58.9,48,25.2,15.4,1.6,63.3,13.1,11.3,4.8,6.5,1.8,9.6,59.8,36.3,16.8,2.2,18.3,19.9,19.1,57.7,15.9,79.7,17.6,6446,6063,383,broward health medical center,fort lauderdale,broward health medical center,fort lauderdale,-80.140889637,26.1026354900001,1600 S ANDREWS AVE,http://www.browardhealth.org/bhmc,(954) 355-4400
118,FL- FORT LAUDERDALE,100086,Broward Health North,Pompano Beach,FL,Broward Health,202,84.6,1.6,106589,44230,17082,20884,11012,9208,1520,790,1864,23211,11353,4268,1300,1310,4981,36744,22.7,1620,1,1.3,0.8,11365,106.8,106,1.6,1.6,1,62.1,44.1,12.7,31.4,18,83.5,48.8,24.3,15.9,1.5,64,13.8,10.6,3.3,7.3,3.2,16,56,32.2,17.4,1.9,20.3,15.8,14.7,70.8,20.5,78,17.6,6296,6070,226,broward health north,pompano beach,broward health north,pompano beach,-80.120963778,26.2770037390001,201 E SAMPLE RD,http://www.browardhealth.org/default.aspx?id=3&sid=3&cwfriendlyurl=true,(954) 941-8300
382,TX- ABILENE,450587,Brownwood Regional Med Ctr,Brownwood,TX,"Community Health Systems, Inc.",126,91.4,0.7,84033,29815,15577,19155,8475,6945,2644,1001,421,10950,4742,1563,908,623,3113,27146,13.8,1965,0.7,0.8,0.9,4881,44.6,109,0.7,0.7,1,37.9,27,6,21,10.8,104,22,7.1,10.8,0.7,38.1,7.8,5.8,1.7,4.1,2,16.4,21,7,11.8,0.6,13.7,14.9,14.2,68.8,32,28,8.5,3126,2821,305,brownwood regional med ctr,brownwood,brownwood regional medical center,brownwood,-98.993833841,31.677343922,1501 BURNET DRIVE,http://www.brmc-cares.com,(325) 646-8541
277,NE- LINCOLN,280003,Bryan Medical Center,Lincoln,NE,Bryan Health,926,91.4,0.9,82694,35626,22231,12876,3412,5707,1128,1065,648,18800,5419,2885,1094,1095,8306,31500,16,1974,0.8,0.9,0.9,5748,57.4,100,0.8,0.9,0.9,43.7,15.2,4.6,10.6,28.6,61.7,21.6,10.8,5.7,1.9,38.9,9.1,3.5,1.1,2.4,5.6,10.4,28.1,11.9,5.1,2.4,7.1,25.7,19.9,62,26.2,64.8,14.9,5663,5341,321,bryan medical center,lincoln,bryan medical center,lincoln,-96.652263993,40.795898213,1600 SOUTH 48TH ST,http://www.bryanhealth.com/,(402) 481-1111
356,PA- PHILADELPHIA,390139,Bryn Mawr Hospital,Bryn Mawr,PA,Main Line Health,472,87.3,1.1,103650,41118,29444,16163,5942,7236,1554,908,1284,28507,9871,4828,1929,1145,10734,34941,17.3,2019,0.9,1,1,9874,81.9,121,1.4,1.2,1.1,47.4,41.7,8.4,33.3,5.7,61.2,38,22.3,9.1,2.5,50.2,9.9,8.9,2,6.9,0.9,9.2,39.1,21.4,4.1,5.3,9.1,13.3,13.5,70.1,23.9,75.1,19,7805,7545,261,bryn mawr hospital,bryn mawr,bryn mawr hospital,bryn mawr,-75.3214288089999,40.0189444760001,130 SOUTH BRYN MAWR AVENUE,http://www.brynmawrhospital.org,(484) 337-3570
357,PA- PITTSBURGH,390168,Butler Health System,Butler,PA,,197,91.8,0.9,72568,28932,18365,12082,4906,5556,1584,528,615,15163,6027,2684,936,435,5081,24969,14.8,1686,0.7,0.8,0.8,6053,60.7,100,0.8,0.9,0.9,40.6,7.5,7.3,0.2,33.1,61.1,28.5,12.8,10.2,1.3,36,9,2,1.9,0,7,10,32,16,10.5,1.5,12,14.5,10.5,56.5,23.1,71.9,16.7,4461,4299,163,butler health system,butler,butler memorial hospital,butler,-79.881562,40.8668940000001,ONE HOSPITAL WAY,http://butlerhealthsystem.org/pages/home.aspx,(724) 284-4403
444,WV- HUNTINGTON,510055,Cabell Huntington Hospital,Huntington,WV,Mountain Health Network,256,87.3,1,81567,40734,17145,10282,4729,4113,2092,1642,828,11032,4767,1595,718,935,3018,37127,19.4,1917,1,1.1,0.9,4944,61,81,0.7,0.9,0.8,53.1,13.9,9.1,4.8,39.2,48.3,26.5,11,10.7,1,47.8,12.7,3.6,2.6,1,9.1,11.7,31.1,14.1,12.5,1.1,12.6,25.9,20.2,53,17.6,64,15.2,4026,3497,529,cabell huntington hospital,huntington,cabellhuntington hospital,huntington,-82.4274022989999,38.409767032,1340 HAL GREER BOULEVARD,http://www.cabellhuntington.org,(304) 526-2192
